afo_application_number,ai_number,cnmp_received_date,deadline_to_request_hearing,deadline_to_submit_written_comments,farm_address,farm_county,farm_designation,farm_name,latest_cnmp_status_form_received_date,latitude,longitude,nmp_received_date,noi_received_date,number_of_animals,primary_animal_type,public_hearing_date,public_hearing_location,status,conservation_plan_received_date,afo_registered_date,afo_registration_number,coc_received_date
,67813,40732,,,"25801 Bee Tree Rd, Henderson MD 21640",Caroline,CAFO,DAVID L. HARRIS,,39.075727,-75.802738,41318,39871,85000,Chickens-not laying hens-dry,,,Registered,,41514,2009-CCD-0176,
,129920,40161,,,"1717 Roberts Station Rd, Church Hill MD 21623",Queen Anne's,CAFO,DAVID M. CLARK III,,39.108844,-75.908499,,40169,72000,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0390,
,66986,40134,,,"26875 Johnson Creek Rd, Crisfield MD 21817",Somerset,CAFO,DAVID MACNEAL/SHELDARA FARM,,37.973282,-75.823974,41360,39869,54000,Chickens-not laying hens-dry,,,Registered,,41414,2009-CCD-0122,
,67225,41127,,,"3410 Redden Rd, Pocomoke City MD 21851",Worcester,CAFO,DAVID PILCHARD FARM,,38.064312,-75.50832,39863,40756,153000,Chickens-not laying hens-dry,,,Registered,,41315,2009-CCD-0480,
,67096,40904,,,"7738 Parsonsburg Rd, Parsonsburg MD 21849",Wicomico,CAFO,DAVID SHOCKLEY/HARDWAY FARM,,38.404198,-75.472373,39874,39874,116000,Chickens-not laying hens-dry,,,Registered,,41089,2009-CCD-0211,
,132605,41878,,,"435 Ebert Road, Union Bridge MD 21791",Carroll,CAFO,DAVID THOMAS PYLE/COW COMFORT INN DAIRY,,39.59318,-77.154896,41885,41450,365,Dairy Cattle,,,Registered,,41940,2013-CDC-0436,
,66943,40983,,,"12847 River Rd, Ridgely MD 21660",Caroline,CAFO,"DAVID TRIBBETT, JR./RIVER ROAD FARM",,38.959773,-75.856966,39874,39874,68000,Chickens-not laying hens-dry,,,Registered,,41324,2009-CCD-0212,
,67146,41082,,,"32791 Roy West Rd, Delmar MD 21875",Wicomico,CAFO,DAVID WEST/RUBY WEST,,38.443721,-75.473797,41703,39870,153000,Chickens-not laying hens-dry,,,Registered,,41322,2009-CCD-0162,
,129271,40647,,,"5971 Bethlehem Rd, Preston MD 21655",Caroline,CAFO,DAVID WILLIAM & MARGARET ANN ROGERS,,38.770431,-75.894172,41170,40122,50000,Chickens-not laying hens-dry,,,Registered,,41563,2009-CCD-0386,
,66954,41169,,,"9067 Bloxom Rd, Denton MD 21629",Caroline,CAFO,"DAVID WOOD/WOOD HAVEN,WOOD INSPIRED,WOOD ENTERPRISE",,38.85652,-75.885418,41368,41156,206000,Chickens-not laying hens-dry,,,Registered,,41381,2012-CCD-0496,
,66519,40420,,,"164 Deerfielde Farm Rd, Centreville MD 21617",Queen Anne's,CAFO,DEERFIELDE FARM,,39.074681,-76.048934,40948,39874,79900,Chickens-not laying hens-dry,,,Registered,,40814,2009-CCD-0228,
,67073,40548,,,"8540 Athol Rd, Mardela Springs MD 21837",Wicomico,CAFO,DENISE CALLOWAY/CLAY ISLAND FARM,,38.429612,-75.788207,39876,39876,100000,Chickens-not laying hens-dry,,,Registered,,40983,2009-CCD-0285,
,67039,40638,,,"28180 Waller Rd, Salisbury MD 21801",Wicomico,CAFO,DENNIS ADKINS/APPLETREE FARM,,38.454048,-75.634874,39871,39871,84700,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0177,
,67058,40749,,,"6981 Powellville Rd, Willards MD 21874",Wicomico,CAFO,DENNIS BRADFORD,,38.380234,-75.356255,39877,39877,58000,Chickens-not laying hens-dry,,,Registered,,40827,2009-CCD-0307,
,66849,40234,,,"4381 Nichols Rd, Federalsburg MD 21632",Caroline,CAFO,DENNIS C. NAGEL JR,,38.728906,-75.805246,39877,39877,99000,Chickens-not laying hens-dry,,,Registered,,40644,2009-CCD-0053,
,132635,40234,,,"5801 Laurel Grove Rd, Federalsburg MD 21632",Caroline,CAFO,DENNIS NAGEL/MIRIBROOK FARM,,38.766863,-75.840059,,40504,80000,Chickens-not laying hens-dry,,,Registered,,40644,2009-CCD-0054,
,66663,39874,,,"3667 Freedom town Rd, Crisfield MD 21817",Somerset,CAFO,DENNIS VIENS/CASA GRANDE FARM,,37.983101,-75.829223,39874,39874,195000,Chickens-not laying hens-dry,,,Registered,,40623,2009-CCD-0046,
,66520,40366,,,"723 Damsontown Rd, Queen Anne MD 21657",Queen Anne's,CAFO,DENNY FARM LLC,,38.973721,-75.96963,39876,39876,87500,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0286,
,129277,40927,,,"27039 Crisfield Marion Rd, Crisfield MD 21817",Somerset,CAFO,DONALD HOWARD FARM,,38.019864,-75.808805,,40119,75000,Chickens-not laying hens-dry,,,Registered,,41010,2009-CCD-0383,
,67045,40471,,,"7625 New Hope Rd, Willards MD 21874",Wicomico,CAFO,DONALD J. HUDSON/HITCHING POST FARM,,38.398341,-75.326124,,39882,43000,Chickens-not laying hens-dry,,,Registered,,40812,2009-CCD-0326,
,67152,40904,,,"31202 Dagsboro Rd, Salisbury MD 21804",Wicomico,CAFO,DONALD SHOCKLEY/DON-LIN,,38.417896,-75.530689,39885,39885,86800,Chickens-not laying hens-dry,,,Registered,,41089,2009-CCD-0341,
,66873,40941,,,"27264 Greenwood Rd, Denton MD 21629",Caroline,CAFO,DONNA WRIGHT/RUNNING ON EMPTY,,38.831133,-75.757658,39871,39871,96840,Chickens-not laying hens-dry,,,Registered,,41009,2009-CCD-0178,
,66669,41614,,,"14450 Reading Ferry Rd, Princess Anne MD 21853",Somerset,CAFO,DOUG READING,,38.27635,-75.755368,41736,41171,75000,Chickens-not laying hens-dry,,,Registered,,41900,2009-CCD-0527,
,67092,41296,,,"24688 Porter Mill Rd, Hebron MD 21830",Wicomico,CAFO,DOUGLAS E. GROVE/GROVE FARM,,38.418961,-75.759113,39874,39874,135400,Chickens-not laying hens-dry,,,Registered,,41423,2009-CCD-0214,
,67022,41201,,,"5027 River Rd, Hurlock MD 21643",Dorchester,CAFO,DOUGLAS JAMES CALLOWAY/GIT-R-DONE/R-BERRY ACRES,,38.659656,-75.823433,,41170,103200,Chickens-not laying hens-dry,,,Registered,,41733,2009-CCD-0498,
,68007,40637,,,"6893 Elmo Dryden Rd, Westover MD 21871",Somerset,CAFO,DZUNG CAO/DANNY & KENNY FARM,,38.07001,-75.656339,,40382,110000,Chickens-not laying hens-dry,,,Registered,,40983,2010-CCD-0179,
,66529,41348,,,"1622 Goldsboro Rd, Queen Anne MD 21607",Queen Anne's,CAFO,E. KEITH BOSTIC/PLEASANT VIEW FARM,,39.132865,-75.868092,41318,41348,187200,Chickens-not laying hens-dry,,,Registered,,41414,2009-CCD-0180,
,142503,41744,,,"3039 Jesterville Rd, Bivalve MD 21814",Wicomico,CAFO,EARL M.BEARDSLEY JR. / EARL BEARDSLEY FARM,,38.278606,-75.891,41662,41662,62000,Chickens-not laying hens-dry,,,Registered,,41796,2014-CCD-0689,
,67198,40626,,,"8429 Whaleyville Rd, Whaleyville MD 21872",Worcester,CAFO,ED EVANS FARM,,38.413856,-75.282227,39874,39874,55000,Chickens-not laying hens-dry,,,Registered,,41010,2009-CCD-2015,
,67830,40609,,,"5239 Taylor Rd, Snow Hill MD 21863",Worcester,CAFO,ED PHILLIPS FARM,,38.17337,-75.302155,39870,39870,52000,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0143,
,67831,40382,,,"9334 Evans Rd, Berlin MD 21811",Worcester,CAFO,EDWARD LEWTON WARREN/MOTEL CHIX,,38.320628,-75.237146,39888,39888,110000,Chickens-not laying hens-dry,,,Registered,,40827,2009-CCD-0345,
,67026,41828,,,"13291 Church Lane, Cordova MD 21625",Talbot,CAFO,EDWARD RHODES/NOBLE MEADOWS FARM,,38.916178, -76.011816,41795,41696,120000,Chickens-not laying hens-dry,,,Registered,,41866,2014-CCD-0027,
,67224,41667,,,"12913 Sheppards Crossing Rd, Whaleyville MD 21872",Worcester,CAFO,EDWARD T. PHILLIPS/EDWARD & LISA PHILLIPS FARM,,38.436046,-75.328503,,39870,68000,Chickens-not laying hens-dry,,,Registered,,41750,2009-CCD-0499,
,66846,40973,,,"5295 Federalsburg Hwy, Federalsburg MD 21632",Caroline,CAFO,EDWIN & DORIS MEREDITH,,38.75057,-75.787111,41382,39870,54000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0144,
,67794,40935,,,"6189 American Corner Rd, Denton MD 21629",Caroline,CAFO,EDWIN COLLINS/BRISK WIND FARMS,,38.778101,-75.814135,39920,39870,60000,Chickens-not laying hens-dry,,,Registered,,41029,2009-CCD-0145,
,68053,41788,,,"2902 Payne Rd, Pocomoke City MD 21851",Worcester,CAFO,ELAINE MCNURE/SOUTH BRANCH FARM/MOE MONEY FARM,,38.004652,-75.528143,,39895,175500,Chickens-not laying hens-dry,,,Registered,,41845,2009-CCD-0352,
,66539,40759,,,"31350 Curtis Chapel Rd, Westover MD 21871",Somerset,CAFO,ELCEED FARMS INC.,,38.121494,-75.665444,39878,39878,100000,Chickens-not laying hens-dry,,,Registered,,40977,2009-CCD-0319,
,133393,41103,,,"4789 Howard Rd, Federalsburg MD 21632",Caroline,CAFO,ELIZABETH A. RICHARDSON/ROBERT R. RICHARDSON FARM,,38.738229,-75.799879,40599,40599,100000,Chickens-not laying hens-dry,,,Registered,,41218,2011-CCD-0460,
,66667,40575,,,"8227 Hayward Rd, Pocomoke City MD 21851",Worcester,CAFO,ELTON DRYDEN/CHAR-LEE FARM,,38.103902,-75.589914,41208,39875,57200,Chickens-not laying hens-dry,,,Registered,,41584,2009-CCD-0528,
,66521,40970,,,"719 Deep Landing Rd, Chestertown MD 21620",Queen Anne's,MAFO,ERIC R. PARDEE,,39.23614,-75.961498,,40970,226000,Chickens-not laying hens-dry,,,Registered,,41414,2012-MCD-0497,
,134834,41299,,,"10118 Augustine Herman Hwy, Chestertown MD 21620",Kent,CAFO,"FAIR HILL FARMS, INC",,39.257573,-76.063566,41229,40729,840,Dairy Cattle,,,Registered,,41817,2011-CDC0473,
,67090,41093,,,"3608 Allen Rd, Allen MD 21810",Wicomico,CAFO,FLEMING FARMS,,38.293977,-75.685043,39874,39874,66000,Chickens-not laying hens-dry,,,Registered,,41677,2009-CCD-0231,
,130156,40581,,,"1621 Price Station Road, Church Hill MD 21623",Queen Anne's,CAFO,FLINTROCK CORPORATION,,39.08809,-75.940088,40183,40183,160800,Chickens-not laying hens-dry,,,Registered,,40905,2010-CCD-0391,
,66801,,,,"4321 Lengrell Rd, Preston MD 21655",Caroline,MAFO,FORTUNE FLOCK,,38.696982,-75.890707,41690,39877,60000,Chickens-not laying hens-dry,,,Registered,,41820,2009-MCD-0545,
,67200,41330,,,"1324 Hillman Rd, Pocomoke City MD 21851",Worcester,CAFO,FUNNY FARM,,38.040759,-75.580742,,41330,73500,Chickens-not laying hens-dry,,,Registered,,41514,2013-CCD-0663,
,68729,40716,,,"5098 Cornstack Rd, Marion Station MD 21838",Somerset,CAFO,G W CROSWELL FARM,,38.02029,-75.689773,,39876,33000,Chickens-not laying hens-dry,,,Registered,,41577,2009-CCD-0543,
,114833,41541,,,"26191 Line Rd, Denton MD 21629",Caroline,MAFO,GAREY BENJAMIN BROWN,,38.822277,-75.795835,41541,41541,97000,Chickens-not laying hens-dry,,,Registered,,41697,2013-MCD-0671,
,102148,41662,,,"31867 Rehobeth Rd, Pocomoke City MD 21851",Somerset,CAFO,GARY BEAUCHAMP/JIMMY & JOY FARM,,38.062781,-75.647108,,41338,75000,Chickens-not laying hens-dry,,,Registered,,41750,2013-CCD-0657,
,66798,40442,,,"26475 Line Rd, Federalsburg MD 21632",Caroline,CAFO,GARY COX,,38.816765,-75.78864,39875,39875,44000,Chickens-not laying hens-dry,,,Registered,,40700,2009-CCD-0074,
,66865,40266,,,"26836 County Farm Rd, Denton MD 21629",Caroline,CAFO,GARY GEISEL/PEPPER RIDGE FARM,,38.886387,-75.771852,39877,39877,105000,Chickens-not laying hens-dry,,,Registered,,40626,2009-CCD-0052,
,66821,40301,,,"25465 Linhard Lane, Greensboro MD 21639",Caroline,CAFO,GEORGE G. BOWMAN/HIDDEN RIVER FARM,,38.942582,-75.821166,41296,39870,86000,Chickens-not laying hens-dry,,,Registered,,41040,2009-CCD-0146,
,67847,40511,,,"24510 Station Rd, Denton MD 21629",Caroline,CAFO,GEORGE K. STUTZMAN,,38.897758,-75.853431,40511,39863,88200,Chickens-not laying hens-dry,,,Registered,,40815,2009-CCD-0097,
,66840,40919,,,"24726 Schuyler Rd, Goldsboro MD 21636",Caroline,CAFO,GEORGE LANDIS/LONG DAY FARM,,39.037305,-75.844335,,39876,80000,Chickens-not laying hens-dry,,,Registered,,41058,2009-CCD-0288,
,67157,41337,,,"7128 Zion Rd, Federalsburg MD 21632",Caroline,CAFO,"GEORGE NAGEL/HOME, GEM & G & B FARMS",,38.692179,-75.824389,41684,39870,125400,Chickens-not laying hens-dry,,,Registered,,41590,2009-CCD-0500,
,67159,39876,,,"5033 Clark Canning House Rd, Hurlock MD 21643",Dorchester,CAFO,GEORGE SHERMAN/POOR BOYS FARM,,38.677172,-75.81019,41025,39876,41200,Chickens-not laying hens-dry,,,Registered,,40371,2009-CCD-0003,
,66643,41813,,,"11971 Drawbridge Rd, Princess Anne MD 21853",Somerset,CAFO,"GEORGE W BARNES, III",,38.211317, -75.782914,,41334,96000,Chickens-not laying hens-dry,,,Registered,,41957,2013-CCD-0529,
,67791,41400,,,"4161 Bestpitch Ferry Rd, Cambridge MD 21613",Dorchester,CAFO,GEORGE W. WEBER & SONS INC./BEST PITCH FARM,,38.453666,-76.021558,39954,41435,100000,Chickens-not laying hens-dry,,,Registered,,41514,2009-CCD-0217,
,67843,41400,,,"4115 Bestpitch Ferry Rd, Cambridge MD 21613",Dorchester,CAFO,GEORGE W. WEBER & SONS INC/GAMBLER ACRES FARM,,38.449177,-76.028002,39954,41435,40000,Chickens-not laying hens-dry,,,Registered,,41514,2009-CCD-0218,
,67111,40392,,,"32581 Mt Hermon Rd, Parsonsburg MD 21849",Wicomico,CAFO,GERALD ADKINS/ITTY BITTY FARM,,38.344626,-75.48401,39876,39876,83600,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0289,
,66642,40231,,,"10785 Old Princess Anne, Princess Anne MD 21852",Somerset,CAFO,GERARD DUMSHA/GO AWAY ACRES,,38.17737,-75.680097,39861,39861,114400,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0029,
,67848,41067,,,"33140 West Post Office Rd, Princess Anne MD 21853",Somerset,CAFO,GHAZANFFER ALI,,38.225188,-75.601641,,39911,180000,Chickens-not laying hens-dry,,,Registered,,41543,2009-CCD-0364,
,68072,41627,,,"4890 Drawbridge Rd, Cambridge MD 21613",Dorchester,CAFO,GHUMAN FARM LLC/JUTT FARM,,38.512098,-75.964975,41586,41586,136700,Chickens-not laying hens-dry,,,Registered,,41771,2013-CCD-0675,
,67249,40640,,,"9522 Mary Rd, Berlin MD 21811",Worcester,CAFO,GILBERT W. THOMPSON JR./BILL THOMPSON AND DOUBLE B FARMS,,38.330012,-75.182281,39868,39868,173600,Chickens-not laying hens-dry,,,Registered,,41590,2009-CCD-0115,
,67902,40252,,,"13768 Frank Cornish Rd, Eden MD 21822",Worcester,CAFO,GLENN S. AINS/OLD LEATHERBURY FARM,,38.25799,-75.669251,,39874,41000,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0033,
,68103,40252,,,"15050 Heron's Landing, Eden MD 21822",Worcester,CAFO,GLENN S. AINS/THE FARM @ HERON'S POND,,38.293345,-75.65256,39874,39874,89400,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0032,
,66802,40879,,,"6241 Todd Rd, Federalsburg MD 21632",Caroline,CAFO,GOLDSBOROUGH JAMES STAFFORD III,,38.777138,-75.747283,39874,39874,51000,Chickens-not laying hens-dry,,,Registered,,41058,2009-CCD-0219,
,23561,40205,,,"11974 Blacks Station Rd, Kennedyville MD 21645",Kent,CAFO,"GRAND VIEW FARM, LLC",,39.305832,-75.953572,,40205,2700,Swine < 55 lbs,,,Registered,,40672,2009-CSL-0018,
,137777,41058,,,"29935 Connelly Mill Rd, Delmar MD 21875",Wicomico,CAFO,"GREEN HOTELS, INC.",,38.42922,-75.574322,,41058,86200,Chickens-not laying hens-dry,,,Registered,,41214,2012-CCD-0613,
,67232,40756,,,"7431 Liberty Town Rd, Berlin MD 21811",Worcester,CAFO,GREGORY P. WILKINS/RUNAWAY FARM,,38.3075,-75.321699,40386,39912,160000,Chickens-not laying hens-dry,,,Registered,,40830,2009-CCD-0365,
,67155,40889,,,"31784 Fred Adkins Rd, Parsonsburg MD 21849",Wicomico,CAFO,"H & B FARMS, INC./ANGIE & CHRISTY ACRES",,38.389191,-75.510173,40445,39883,142000,Chickens-not laying hens-dry,,,Registered,,41005,2009-CCD-0331,
,67153,40889,,,"4144 Stockyard Rd, Eden MD 21822",Wicomico,CAFO,"H & B FARMS, INC./STOCKYARD FARM",,38.306689,-75.649509,40445,39883,55800,Chickens-not laying hens-dry,,,Registered,,41005,2009-CCD-0332,
,67258,41584,,,"1445 Boston Rd, Pocomoke City MD 21851",Worcester,CAFO,HAN KIM HOANG/VINA AND PHAN FARMS,,38.048853,-75.505612,41604,39875,170000,Chickens-not laying hens-dry,,,Registered,,41677,2009-CCD-0265,
,67143,40808,,,"9435 Melson Church Rd, Delmar MD 21875",Wicomico,CAFO,HANADI ELBAF/RANAND FARM,,38.450879,-75.477034,39869,39869,46700,Chickens-not laying hens-dry,,,Registered,,40899,2009-CCD-0123,
,66786,41082,,,"22295 Havercamp Rd, Preston MD 21655",Caroline,CAFO,HARLAN DAVIS/HOME AND ALBERT FARMS,,38.711528,-75.937014,39874,39874,94600,Chickens-not laying hens-dry,,,Registered,,41212,2009-CCD-0194,
,66805,41011,,,"24716 Auction Rd, Federalsburg MD 21632",Caroline,CAFO,HARMONY FARMS LLC,,38.766816,-75.809052,39874,39874,126,Dairy Cattle,,,Registered,,41131,2009-CCD-0220,
,66805,41011,,,"24716 Auction Rd, Federalsburg MD 21632",Caroline,CAFO,HARMONY FARMS LLC,,38.766816,-75.809052,39874,39874,154,Cattle - includes heifers,,,Registered,,41131,2009-CCD-0220,
,66817,40585,,,"26826 Baker Rd, Denton MD 21629",Caroline,CAFO,HARRY AND PATRICIA JONES/SON SHINE FARM,,38.907876,-75.775767,39864,39864,75000,Chickens-not laying hens-dry,,,Registered,,41523,2009-CCD-0099,
,67113,41484,,,"21208 Insley Dr, Tyaskin MD 21865",Wicomico,CAFO,HARRY J. WEST III,,38.316542,-75.880536,,41484,45900,Chickens-not laying hens-dry,,,Registered,,41569,2009-CCD-0226,
,133002,40494,,,"4055 Jesterville Rd, Tyaskin MD 21865",Wicomico,CAFO,"HARRY J. WEST, III/WEST ACRES",,38.306285,-75.870645,,40549,49000,Chickens-not laying hens-dry,,,Registered,,41075,2011-CCD-0450,
,133026,40520,,,"4440 Tyaskin Rd, Tyaskin MD 21865",Wicomico,CAFO,"HARRY J. WEST, JR./DOUBLE B FARM",,38.318401,-75.877465,,40546,46700,Chickens-not laying hens-dry,,,Registered,,41075,2011-CCD-0448,
,67874,40606,,,"25891 Three Bridges Rd, Federalsburg MD 21632",Caroline,CAFO,HARRY NAGEL/HAY JAY ACRES,,38.732153,-75.810391,41376,39989,60000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0373,
,130446,40477,,,"12798 Crouse Mill Rd, Ridgely MD 21660",Caroline,CAFO,"HAVING FAITH FARM, LLC",,38.956772,-75.919848,40204,40204,90000,Chickens-not laying hens-dry,,,Registered,,40723,2009-CCD-0076,
,67201,40249,,,"5304 Heather Lane, Pocomoke City MD 21851",Worcester,CAFO,"HEATHER LANE FARM (#4,41,42,43)",,38.17107,-75.539734,39874,39874,108000,Chickens-not laying hens-dry,,,Registered,,40827,2009-CCD-0223,
,132687,40471,,,"3758 Poplar Neck Rd, Preston MD 21655",Caroline,CAFO,HENRY SPIES IV/TAKE-A-CHANCE,,38.714928,-75.94935,,40514,107000,Chickens-not laying hens-dry,,,Registered,,41075,2010-CCD-0439,
,66754,40346,,,"8225 Bowlend Rd, Pocomoke City MD 21851",Somerset,CAFO,HENRY TRAN/LOVE FARM,,38.106255,-75.57431,39874,39874,89000,Chickens-not laying hens-dry,,,Registered,,40935,2009-CCD-0221,
,67255,40925,,,"1502 Boston Rd, Pocomoke City MD 21851",Worcester,CAFO,HENRY TRAN/TWIN FARM,,38.049301,-75.505459,,39874,87000,Chickens-not laying hens-dry,,,Registered,,40983,2009-CCD-0514,
,67003,40259,,,"10477 Locust Point Rd, Princess Anne MD 21853",Somerset,CAFO,HERBERT C. VAN GINHOVEN INC,,38.168993,-75.789205,41247,40119,54400,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0034,
,67202,40250,,,"5603 Whitesburg Rd, Pocomoke City MD 21851",Worcester,CAFO,"HERITAGE BREEDERS, FARM #22",,38.162992,-75.538169,39874,39874,54000,Chickens-not laying hens-dry,,,Registered,,40855,2009-CCD-0222,
,67107,40315,,,"34000 Rounds Rd, Pittsville MD 21850",Wicomico,CAFO,HILAL-EL-BAF/HIND FARMS,,38.404318,-75.431311,39867,39867,131600,Chickens-not laying hens-dry,,,Registered,,40798,2009-CCD-0103,
,132766,40948,,,"5435 Cokesbury Rd, Rhodesdale MD 21659",Dorchester,CAFO,HILMAR HELGASON/HELGASON FARM,,38.593593,-75.776452,41360,40518,50000,Chickens-not laying hens-dry,,,Registered,,41414,2010-CCD-0442,
,134575,41696,,,"31093 Olde Fruitland Rd, Salisbury MD 21804",Wicomico,CAFO,HOA N. TRAN/FRUITLAND FARM (PROPOSED),,38.305217,-75.535697,,40708,112999,Chickens-not laying hens-dry,,,Registered,,40809,2011-CCD-0471,
,66772,41484,,,"7129 Gordy Rd, Pocomoke City MD 21851",Worcester,CAFO,HONEYSUCKLE FARM,,38.080037,-75.646953,,41199,108000,Chickens-not laying hens-dry,,,Registered,,41577,2009-CCD-0531,
,140589,41547,,,"7248 Old Westover Marion Rd, Westover MD 21838",Somerset,CAFO,"HORACE L. MARSHALL, JR./PINEAPPLE WILLIES",,38.079726,-75.711708,,41500,65000,Chickens-not laying hens-dry,,,Registered,,41677,2013-CCD-0661,
,22941,40280,,,"11471 Augustine Herman Hwy, Kennedyville MD 21645",Kent,CAFO,"HORIZON ORGANIC DAIRY, LLC",,39.290752,-76.009476,41260,39535,493,Dairy Cattle,,,Registered,,41354,2006-CDC-0083,
,67961,,,,"5549 Indiantown Rd, Rhodesdale MD 21659",Dorchester,MAFO,HOWARD HARDING AND BROOKVIEW FARMS,,38.56903,-75.7891,41744,39870,135800,Chickens-not laying hens-dry,,,Registered,,41838,2009-MCD-0506,
,67072,40911,,,"32171 Shavox Rd, Salisbury MD 21804",Wicomico,CAFO,HYUNG LYUL CHOI/CHIOCE & SEON FARMS,,38.360556,-75.497156,39867,39867,130000,Chickens-not laying hens-dry,,,Registered,,41058,2009-CCD-0104,
,89751,41026,,,"14335 Paradise Church Rd, Hagerstown MD 21742",Washington,MAFO,ISAAC E. MARTIN/ FARM,,39.708159,-77.694603,41338,41026,90,Dairy Cattle,,,Registered,,41520,2012-MDD-0618,
,89751,41026,,,"14335 Paradise Church Rd, Hagerstown MD 21742",Washington,MAFO,ISAAC E. MARTIN/ FARM,,39.708159,-77.694603,41338,41026,9500,Ducks - liquid manure,,,Registered,,41520,2012-MDD-0618,
,22200,41634,,,"605 Sassafras Rd, Warwick MD 21912",Cecil,CAFO,"ISE AMERICA, INC. - COMPANY 15 LAYERS",,39.399483,-75.801907,40962,40682,950847,Chickens-not laying hens-dry,,,Registered,,41799,2011-CLH-0468,
,134865,41634,,,"680 Wards Hill Road, Warwick MD 21912",Cecil,CAFO,"ISE AMERICA, INC.- COMPANY 15 PULLETS",,39.39391,-75.812084,40962,40736,249000,Laying hens - dry manure,,,Registered,,41800,2011-CLH-0475,
,22189,41634,,,"1526 Cecilton-Warwick Rd, Warwick MD 21913",Cecil,CAFO,"ISE AMERICA, INC.- COMPANY 6 LAYERS",,39.408433,-75.807085,40962,40736,787714,Laying hens - dry manure,,,Registered,,41799,2011-CLH-0476,
,134866,41634,,,"33235 Walnut Tree Rd, Millington MD 21651",Kent,CAFO,"ISE AMERICA, INC.- RED BIRD COMPANY 2 LAYERS",,39.285458,-75.80999,40962,40736,537696,Laying hens - dry manure,,,Registered,,41800,2011-CLH-0477,
,130331,41634,,,"33179 Walnut Tree Rd, Millington MD 21651",Kent,CAFO,"ISE AMERICA, INC.- RED BIRD COMPANY 2 PULLETS",,39.284134, -75.808828,40962,40682,253128,Laying hens - dry manure,,,Registered,,41800,2011-CLH-0685,
,66959,40403,,,"30268 Morgnec Rd, Millington MD 21651",Kent,CAFO,J. ANDREW CHANCE,,39.277627,-75.918541,39888,39875,47000,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0266,
,66831,40413,,,"6502 Federalsburg Hwy, Denton MD 21629",Caroline,CAFO,J. DONALD DULIN,,38.782918,-75.789784,39874,39874,60000,Chickens-not laying hens-dry,,,Registered,,40771,2009-CCD-0224,
,67842,40423,,,"5110 Stone Boundary Rd, Cambridge MD 21613",Dorchester,CAFO,J. VINSON SPIES/FOX RUN/ LITTLE BLACKWATER,,38.523553,-76.049735,,41710,168000,Chickens-not laying hens-dry,,,Registered,,41799,2014-CCD-0501,
,66818,39697,,,"19003 Templeville Rd, Marydel MD 21649",Caroline,CAFO,JACK E. HOLT/HOLT FARM,,39.127594,-75.773046,39871,39871,131000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0069,
,66819,39697,,,"3024 Barclay Rd3211 Barclay Rd, Marydel MD 21649",Caroline,CAFO,JACK E. HOLT/RH 1 & RH 2 FARMS,,39.133916,-75.797934,,39871,311000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0070,
,67881,40337,,,"13135 Hidden Acres Ln, Bishopville MD 21813",Worcester,CAFO,"JACOBS FARM, INC",,38.442596,-75.244278,,39876,60000,Chickens-not laying hens-dry,,,Registered,,41134,2009-CCD-0290,
,67032,40869,,,"32893 Reeses Landing Rd, Cordova MD 21625",Talbot,CAFO,"JADWINS FARM, LLC",,38.840077,-75.933547,39874,40760,112000,Chickens-not laying hens-dry,,,Registered,,40939,2011-CCD-0230,
,66640,40578,,,"28893 L Q Powell Rd, Marion MD 21838",Somerset,CAFO,"JAKOB WALTER, JR./FIVE J'S FARM",,38.013823,-75.753196,39881,39876,132200,Chickens-not laying hens-dry,,,Registered,,40905,2009-CCD-0291,
,66829,40392,,,"26738 Chipmans Lane, Federalsburg MD 21632",Caroline,CAFO,JAMES A. GARGANI,,38.75924,-75.780774,41162,39875,164000,Chickens-not laying hens-dry,,,Registered,,40564,2009-CCD-0030,
,67432,41512,,,"7614 Scotland Rd, Snow Hill MD 21863",Worcester,CAFO,JAMES A. KURTZ/KURTZ FARM,,38.177914,-75.30731,41512,39875,56000,Chickens-not laying hens-dry,,,Registered,,41820,2009-CCD-0268,
,131145,41019,,,"31421 Shavox Rd, Salisbury MD 21804",Wicomico,CAFO,JAMES BRUNK/BRUNKS BIRDS,,38.357879,-75.523016,40336,40336,203000,Chickens-not laying hens-dry,,,Registered,,41577,2010-CCD-0410,
,67150,40732,,,"5468 Archie Jones Rd, Willards MD 21874",Wicomico,CAFO,JAMES H. JONES/SOUTH 50 FARM,,38.34027,-75.360756,39871,39871,45000,Chickens-not laying hens-dry,,,Registered,,41484,2009-CCD-0182,
